emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,target_delinquent
5.0,KS,RENT,60000.0,25.54,0,999.0,3,34,7,75617,46382,0,0,999.0,0,0,4,2,9.0,7,0,3,25500,20,3,3,0,100.0,0,0,debt_consolidation,individual,6000,36,60000.0,25.54,1,1,0,0,11,0
10.0,IN,MORTGAGE,95000.0,19.61,0,999.0,0,24,13,215513,54743,0,0,999.0,0,646,3,2,14.0,13,0,5,38200,16,9,7,3,100.0,0,0,debt_consolidation,joint,39275,60,146000.0,19.18,1,1,0,0,17,0
10.0,NY,RENT,54000.0,16.87,0,49.0,3,26,22,58200,17528,0,1,49.0,0,373,2,9,5.0,22,0,4,12700,23,20,8,0,96.2,0,1,home_improvement,individual,20000,60,54000.0,16.87,0,0,0,0,10,0
10.0,NE,MORTGAGE,37000.0,3.7,0,999.0,1,4,3,5700,2876,0,0,999.0,0,0,0,0,2.0,3,0,1,500,4,3,3,0,100.0,0,0,debt_consolidation,individual,16000,60,37000.0,3.7,1,1,0,0,18,0
10.0,VA,OWN,103000.0,13.72,0,999.0,5,10,5,59085,47278,0,0,999.0,0,120,2,2,3.0,5,0,2,10900,4,2,2,0,100.0,0,0,home_improvement,individual,8000,36,103000.0,13.72,1,1,0,0,12,0
2.0,CA,RENT,46000.0,20.61,0,999.0,0,12,12,46022,33403,0,0,999.0,0,0,7,5,17.0,12,0,2,4500,5,5,3,0,100.0,0,0,credit_card,individual,4800,36,46000.0,20.61,1,1,0,0,3,0
6.0,TX,OWN,0.0,17.57,0,999.0,1,16,11,44819,29788,0,0,999.0,0,185,1,5,0.0,11,0,3,12500,13,10,8,0,100.0,0,0,debt_consolidation,joint,32000,60,134000.0,20.52,1,1,0,1,5,0
3.0,MO,OWN,30000.0,3.56,1,18.0,0,17,8,9840,4030,0,0,18.0,0,0,3,1,999.0,8,0,0,1000,10,5,1,0,82.4,0,0,other,individual,20000,36,30000.0,3.56,0,0,1,0,21,0
2.0,TX,MORTGAGE,150000.0,17.96,0,999.0,1,33,17,418643,81282,0,0,999.0,0,0,3,7,0.0,17,0,8,65800,15,12,9,1,100.0,0,0,debt_consolidation,individual,40000,36,150000.0,17.96,1,1,0,0,9,0
3.0,CA,RENT,30000.0,16.12,0,999.0,0,6,4,24427,15442,0,0,999.0,0,0,1,1,999.0,4,0,2,7400,3,3,3,0,100.0,0,0,credit_card,individual,5000,36,30000.0,16.12,1,1,1,0,6,0
10.0,NH,RENT,92000.0,13.08,0,999.0,0,10,4,29200,22448,0,2,999.0,0,0,2,3,14.0,4,0,1,10000,7,2,2,0,100.0,1,1,credit_card,individual,8000,36,92000.0,13.08,1,1,0,0,12,0
10.0,NJ,RENT,130000.0,13.89,1,19.0,2,21,5,98371,79725,0,0,19.0,0,0,3,4,8.0,5,0,1,22400,6,2,1,2,95.2,0,0,debt_consolidation,individual,40000,60,130000.0,13.89,0,0,0,0,11,0
3.0,TX,RENT,74000.0,12.96,0,999.0,1,8,6,47663,24212,0,1,999.0,0,0,1,3,0.0,6,0,2,8100,5,5,3,1,100.0,0,1,other,individual,22000,36,74000.0,12.96,1,1,0,0,9,0
2.0,GA,MORTGAGE,80400.0,11.28,0,999.0,1,11,10,265661,38474,0,1,999.0,0,0,1,5,12.0,10,0,3,35100,7,7,5,1,100.0,0,1,credit_card,individual,12000,60,80400.0,11.28,1,1,0,0,22,0
3.0,CT,RENT,40000.0,21.57,0,28.0,1,7,5,28195,15937,0,0,999.0,0,0,1,2,0.0,5,0,2,3000,5,4,3,0,71.4,0,0,credit_card,individual,10000,36,40000.0,21.57,0,1,0,0,3,0
10.0,CA,RENT,50000.0,10.73,1,5.0,2,12,8,32739,16235,0,0,999.0,0,0,1,6,11.0,8,0,2,13500,10,7,4,0,91.7,0,0,other,individual,4800,36,50000.0,10.73,0,1,0,0,10,0
5.0,NY,RENT,76000.0,17.79,0,65.0,0,25,15,47336,18269,0,0,65.0,0,1712,2,5,14.0,15,0,2,5000,21,12,8,1,95.7,0,0,other,individual,4300,36,76000.0,17.79,0,0,0,0,23,0
7.0,FL,RENT,55000.0,17.76,0,61.0,15,24,14,76805,31810,0,1,999.0,0,0,1,9,4.0,14,0,5,36900,18,13,5,0,100.0,0,1,major_purchase,individual,36000,36,55000.0,17.76,0,1,0,0,11,0
3.0,NJ,MORTGAGE,100000.0,29.76,0,999.0,2,25,14,650774,62922,0,0,999.0,0,0,2,6,0.0,14,0,7,66000,17,11,7,1,100.0,0,0,credit_card,joint,20000,36,220000.0,16.76,1,1,0,0,8,0
2.0,CO,MORTGAGE,118000.0,13.95,0,999.0,3,48,20,523500,27254,0,0,999.0,0,0,1,4,7.0,20,0,4,103400,36,18,9,7,100.0,0,0,debt_consolidation,individual,10000,36,118000.0,13.95,1,1,0,0,22,0
6.0,AZ,MORTGAGE,30457.0,29.2,0,999.0,5,49,17,81042,10628,0,1,999.0,0,0,5,11,3.0,16,0,7,17600,37,11,7,2,100.0,0,1,credit_card,individual,1100,36,30457.0,29.2,1,1,0,1,32,0
5.0,NJ,MORTGAGE,117000.0,0.42,0,999.0,1,13,8,31900,1158,0,1,999.0,0,0,0,3,12.0,8,0,3,27900,11,8,3,1,100.0,0,1,home_improvement,individual,40000,36,117000.0,0.42,1,1,0,0,12,0
1.0,MO,MORTGAGE,113000.0,6.06,1,21.0,3,29,6,237948,16960,0,0,65.0,0,0,1,2,3.0,6,0,4,26800,7,4,4,6,75.9,0,0,home_improvement,individual,20000,36,113000.0,6.06,0,0,0,0,28,0
5.0,NJ,MORTGAGE,320000.0,10.72,1,9.0,2,15,7,367843,31734,0,0,999.0,0,0,4,3,10.0,7,0,1,10000,4,2,1,2,66.7,0,0,other,individual,4000,36,320000.0,10.72,0,1,0,0,13,0
10.0,NY,RENT,51900.0,11.01,0,999.0,6,17,10,48550,36487,0,1,999.0,0,0,5,5,0.0,10,0,2,16800,11,5,4,0,100.0,0,1,major_purchase,individual,12500,60,51900.0,11.01,1,1,0,0,20,0
5.0,FL,MORTGAGE,85000.0,10.51,0,25.0,3,22,10,229997,37030,0,0,999.0,0,0,1,4,6.0,10,0,5,34000,14,8,6,4,95.5,0,0,debt_consolidation,individual,20000,60,85000.0,10.51,0,1,0,0,22,0
6.0,TX,MORTGAGE,65000.0,16.14,0,999.0,0,26,11,367672,43093,0,0,999.0,0,0,1,4,999.0,11,0,3,60100,10,9,4,2,100.0,0,0,debt_consolidation,joint,17425,60,173000.0,11.35,1,1,1,0,14,0
0.0,PA,RENT,57000.0,5.31,0,999.0,1,20,3,15249,7103,0,0,999.0,0,0,1,1,5.0,3,0,0,7000,11,2,0,2,100.0,0,0,medical,individual,7000,36,57000.0,5.31,1,1,0,0,14,0
8.0,HI,RENT,120000.0,16.9,0,999.0,1,18,7,58389,41775,0,0,999.0,0,0,3,3,5.0,7,0,2,8500,6,4,4,0,100.0,0,0,other,individual,15000,36,120000.0,16.9,1,1,0,0,12,0
7.0,AL,RENT,95000.0,9.46,2,17.0,2,36,14,60070,31286,0,0,82.0,0,0,2,8,2.0,14,0,4,18300,25,12,7,0,83.3,0,0,debt_consolidation,individual,7200,36,95000.0,9.46,0,0,0,0,13,0
6.0,FL,OWN,50000.0,9.84,0,999.0,0,7,6,34700,15697,0,0,999.0,0,0,0,2,999.0,6,0,5,31200,6,6,6,0,100.0,0,0,credit_card,individual,20000,36,50000.0,9.84,1,1,1,1,7,0
2.0,PA,RENT,71000.0,22.5,0,999.0,1,23,17,90500,50320,0,0,999.0,0,0,12,4,9.0,17,0,4,44800,9,5,4,0,100.0,0,0,credit_card,individual,7000,36,71000.0,22.5,1,1,0,0,11,0
10.0,IN,MORTGAGE,80000.0,16.42,0,999.0,1,14,9,225355,28864,0,1,999.0,0,0,2,3,7.0,9,0,4,12200,9,6,5,1,100.0,0,1,debt_consolidation,individual,22000,60,80000.0,16.42,1,1,0,0,4,0
10.0,WY,MORTGAGE,90000.0,12.61,0,999.0,0,14,9,209314,29354,0,0,999.0,0,0,4,4,999.0,9,0,2,46400,5,4,3,2,100.0,0,0,credit_card,joint,6000,36,121000.0,18.83,1,1,1,0,16,0
10.0,NY,MORTGAGE,120000.0,20.48,0,32.0,1,27,16,309246,55495,0,0,34.0,0,0,1,2,11.0,16,0,7,46300,18,13,13,4,92.6,0,0,debt_consolidation,individual,35000,60,120000.0,20.48,0,0,0,0,26,0
4.0,IN,MORTGAGE,68274.0,17.05,1,16.0,6,19,13,150443,41535,0,0,43.0,0,0,5,11,6.0,13,0,2,3500,8,7,4,3,77.8,0,0,home_improvement,individual,24000,60,68274.0,17.05,0,0,0,0,12,0
10.0,CT,RENT,72000.0,24.67,0,999.0,1,36,22,125862,38490,0,1,999.0,0,0,2,5,7.0,22,0,6,47200,32,20,10,0,100.0,0,1,debt_consolidation,individual,25000,36,72000.0,24.67,1,1,0,0,15,0
7.0,SC,RENT,40000.0,8.4,0,999.0,0,11,6,42600,15787,0,0,999.0,0,0,0,5,16.0,6,0,5,40600,10,5,5,0,100.0,0,0,debt_consolidation,individual,4000,36,40000.0,8.4,1,1,0,0,3,0
10.0,MD,MORTGAGE,50000.0,27.46,0,999.0,1,19,11,208731,41333,0,1,999.0,0,0,2,8,4.0,11,0,3,14200,12,8,7,3,100.0,0,1,debt_consolidation,joint,28000,60,100960.0,21.31,1,1,0,0,10,0
1.0,NJ,MORTGAGE,142000.0,14.92,0,32.0,7,23,15,570969,65221,0,0,999.0,0,0,3,11,3.0,15,0,5,41500,16,11,9,1,95.7,0,0,debt_consolidation,individual,8000,36,142000.0,14.92,0,1,0,0,3,0
2.0,TX,RENT,50000.0,14.19,2,18.0,0,8,6,31318,8549,0,0,999.0,0,244,1,5,13.0,6,0,5,10400,5,5,5,0,75.0,0,0,other,individual,9600,36,50000.0,14.19,0,1,0,0,10,0
3.0,IL,RENT,54000.0,20.69,0,999.0,0,31,24,91976,64803,0,1,999.0,0,0,16,9,999.0,24,0,2,7000,12,8,4,0,100.0,0,1,debt_consolidation,individual,6500,36,54000.0,20.69,1,1,1,0,12,0
1.0,TX,MORTGAGE,35000.0,43.44,0,999.0,4,24,13,218771,40843,0,0,999.0,0,2809,2,7,2.0,13,0,4,18500,16,9,8,3,100.0,0,0,debt_consolidation,joint,20000,60,100000.0,21.34,1,1,0,0,19,0
6.0,PA,RENT,38000.0,11.28,0,999.0,0,7,6,18414,10959,0,0,999.0,0,0,1,6,20.0,6,0,2,2000,5,5,4,0,100.0,0,0,debt_consolidation,individual,3000,36,38000.0,11.28,1,1,0,1,7,0
6.0,FL,RENT,14616.0,39.08,0,999.0,1,35,15,27500,7923,0,1,999.0,0,0,1,3,3.0,15,0,3,7700,33,14,4,0,100.0,0,1,debt_consolidation,individual,8000,36,14616.0,39.08,1,1,0,1,29,0
2.0,TX,MORTGAGE,100000.0,11.58,1,21.0,1,32,16,367303,68059,2,0,34.0,0,2623,2,5,2.0,16,0,6,33200,13,12,10,1,95.5,0,0,debt_consolidation,individual,10000,36,100000.0,11.58,0,0,0,0,15,0
10.0,MD,MORTGAGE,92500.0,9.8,0,33.0,4,29,8,50815,25438,0,1,62.0,0,0,1,3,2.0,8,0,4,19000,22,7,5,2,66.0,0,1,debt_consolidation,individual,35000,60,92500.0,9.8,0,0,0,0,30,0
10.0,IL,RENT,65000.0,11.84,0,36.0,2,30,14,52602,23408,0,0,36.0,0,0,7,6,1.0,14,0,4,12300,13,7,6,0,72.4,0,0,major_purchase,individual,35000,36,65000.0,11.84,0,0,0,0,16,0
10.0,GA,RENT,40000.0,17.67,1,23.0,1,12,9,38819,25519,0,0,25.0,0,0,3,2,8.0,9,0,4,13400,8,6,5,0,45.5,0,0,debt_consolidation,individual,7000,36,40000.0,17.67,0,0,0,0,13,0
6.0,GA,MORTGAGE,59000.0,20.74,2,15.0,0,13,8,195327,34698,0,0,15.0,0,0,3,4,15.0,8,0,1,3800,4,3,2,3,69.2,0,0,debt_consolidation,individual,10500,36,59000.0,20.74,0,0,0,1,31,0
10.0,GA,MORTGAGE,75000.0,10.27,0,49.0,4,22,12,181225,40833,0,0,97.0,0,0,2,10,2.0,12,0,3,24600,12,9,3,2,86.4,0,0,small_business,individual,28000,60,75000.0,10.27,0,0,0,0,12,0
10.0,OH,MORTGAGE,64000.0,21.85,0,999.0,1,32,12,57059,39327,0,1,81.0,0,0,2,6,2.0,12,0,6,26310,25,10,7,0,97.0,0,1,home_improvement,individual,15000,60,64000.0,21.85,1,0,0,0,24,1
10.0,MN,MORTGAGE,62000.0,16.9,0,36.0,0,18,12,149627,32471,0,0,39.0,0,0,2,7,15.0,12,0,3,13500,11,9,6,1,88.9,0,0,debt_consolidation,individual,15000,36,62000.0,16.9,0,0,0,0,11,0
4.0,CO,MORTGAGE,40000.0,21.42,0,30.0,2,14,8,33662,10740,0,1,999.0,0,111,1,1,11.0,8,0,3,6400,7,7,5,0,92.9,0,1,credit_card,individual,6500,36,40000.0,21.42,0,1,0,0,15,0
10.0,CO,MORTGAGE,175000.0,30.74,0,999.0,0,49,27,673150,260440,0,0,999.0,0,0,4,5,999.0,27,0,18,139900,37,22,20,3,100.0,0,0,other,individual,35000,36,175000.0,30.74,1,1,1,0,22,0
2.0,WI,RENT,90000.0,19.23,8,11.0,1,23,14,62308,25827,0,0,11.0,0,58,2,3,2.0,14,0,3,4300,15,11,8,0,59.1,0,0,credit_card,individual,15000,36,90000.0,19.23,0,0,0,0,9,0
2.0,TX,RENT,83000.0,11.34,1,21.0,4,14,9,50039,26597,0,0,21.0,0,68,2,4,0.0,9,0,3,9000,7,7,4,0,92.3,0,0,credit_card,individual,11000,36,83000.0,11.34,0,0,0,0,9,0
10.0,NJ,MORTGAGE,70000.0,23.14,1,5.0,0,13,8,53351,30456,0,0,67.0,0,0,4,2,14.0,8,0,3,2200,4,4,3,0,69.2,0,0,other,individual,30000,60,70000.0,23.14,0,0,0,0,16,0
0.0,NC,RENT,32000.0,27.01,0,79.0,3,14,8,47697,37507,0,0,79.0,0,0,1,7,5.0,8,0,6,17500,8,7,7,0,100.0,0,0,moving,individual,7500,36,32000.0,27.01,0,0,0,0,10,0
10.0,OH,MORTGAGE,189000.0,10.91,0,999.0,3,26,16,321170,72323,0,0,999.0,0,0,1,11,5.0,16,0,11,163200,21,14,12,4,100.0,0,0,debt_consolidation,individual,21000,60,189000.0,10.91,1,1,0,0,15,0
10.0,NC,MORTGAGE,70000.0,17.81,0,999.0,1,19,8,333854,46577,0,0,999.0,0,0,0,1,6.0,8,0,3,20700,13,6,6,4,100.0,0,0,debt_consolidation,joint,32000,36,143000.0,13.86,1,1,0,0,21,0
10.0,WV,OWN,35000.0,9.98,0,999.0,0,6,5,23857,7761,0,1,999.0,0,0,1,3,23.0,5,0,1,2300,3,3,3,1,100.0,1,0,debt_consolidation,individual,9800,36,35000.0,9.98,1,1,0,0,3,0
10.0,CT,RENT,47128.0,14.34,1,16.0,1,12,5,17933,8403,0,0,26.0,0,0,2,3,7.0,5,0,2,3800,4,3,3,1,81.8,0,0,debt_consolidation,individual,4000,36,47128.0,14.34,0,0,0,0,11,0
10.0,FL,MORTGAGE,130500.0,29.63,0,999.0,3,36,21,367166,119050,0,0,999.0,0,0,6,10,4.0,21,0,8,53100,20,13,10,2,100.0,0,0,debt_consolidation,individual,25000,60,130500.0,29.63,1,1,0,0,16,0
2.0,TX,MORTGAGE,60000.0,11.0,0,999.0,1,11,9,348867,24048,0,0,999.0,0,0,1,6,10.0,9,0,3,14500,8,7,5,1,100.0,0,0,credit_card,individual,15000,36,60000.0,11.0,1,1,0,0,2,0
10.0,CA,MORTGAGE,85000.0,18.92,2,9.0,1,21,7,524299,36949,0,0,9.0,0,0,1,2,12.0,7,0,2,18300,14,5,3,2,90.5,0,0,debt_consolidation,joint,12000,36,335000.0,7.18,0,0,0,0,25,0
6.0,MD,MORTGAGE,80000.0,26.12,0,999.0,1,18,13,259899,49824,0,0,999.0,0,0,2,3,6.0,13,0,5,33900,11,10,9,1,100.0,0,0,debt_consolidation,individual,35000,36,80000.0,26.12,1,1,0,1,10,0
5.0,SC,MORTGAGE,64000.0,27.94,1,3.0,0,38,22,135759,42678,0,0,3.0,0,0,2,8,13.0,22,0,8,82800,28,20,12,0,97.4,0,0,debt_consolidation,individual,16000,60,64000.0,27.94,0,0,0,0,24,0
3.0,FL,RENT,48000.0,12.59,0,60.0,1,13,6,19924,13840,0,0,60.0,0,0,3,4,10.0,6,0,2,2600,9,3,2,0,90.0,0,0,debt_consolidation,individual,13000,36,48000.0,12.59,0,0,0,0,9,0
10.0,OH,MORTGAGE,116000.0,29.26,0,53.0,3,49,24,493047,111553,0,0,999.0,0,0,3,7,1.0,23,0,14,98800,37,19,11,7,98.0,0,0,debt_consolidation,individual,20000,36,116000.0,29.26,0,1,0,0,34,0
10.0,VA,RENT,60000.0,10.2,0,78.0,4,29,21,61883,31072,0,0,78.0,0,0,1,9,2.0,21,0,2,24000,24,20,3,0,96.6,0,0,debt_consolidation,individual,38000,60,60000.0,10.2,0,0,0,0,12,0
10.0,CA,RENT,55000.0,12.79,0,999.0,3,37,16,61974,11409,0,1,999.0,0,0,1,6,3.0,16,0,4,33900,31,15,7,0,96.7,0,1,debt_consolidation,individual,10000,36,55000.0,12.79,1,1,0,0,19,0
3.0,MA,RENT,60000.0,24.66,0,999.0,0,18,9,226131,67509,0,1,999.0,0,0,3,2,15.0,9,0,4,13500,6,5,5,1,100.0,0,1,credit_card,individual,13000,36,60000.0,24.66,1,1,0,0,14,0
0.0,CT,RENT,44000.0,17.08,0,999.0,0,13,8,41443,20369,0,0,999.0,0,0,3,3,21.0,8,0,3,19700,7,5,3,0,100.0,0,0,other,individual,30000,60,44000.0,17.08,1,1,0,0,11,0
6.0,KY,MORTGAGE,31304.0,85.01,0,999.0,0,22,13,148280,93224,0,0,999.0,0,0,2,0,999.0,13,0,5,17200,13,11,10,0,100.0,0,0,debt_consolidation,joint,34800,36,96304.0,37.14,1,1,1,0,23,0
5.0,TX,RENT,173180.0,30.61,0,999.0,6,28,17,471131,121748,0,0,999.0,0,0,5,7,10.0,17,0,8,42800,15,11,11,1,100.0,0,0,debt_consolidation,individual,30000,36,173180.0,30.61,1,1,0,0,14,0
1.0,CA,MORTGAGE,28000.0,1.07,0,999.0,0,14,3,7000,75,0,0,999.0,0,0,0,1,999.0,3,0,1,7000,9,3,1,0,100.0,0,0,other,individual,6500,36,28000.0,1.07,1,1,1,0,9,0
10.0,VA,MORTGAGE,52600.0,13.28,2,3.0,4,40,12,398657,104784,0,0,3.0,0,64,2,2,1.0,11,0,2,5600,14,9,6,1,95.0,0,0,credit_card,individual,10000,60,52600.0,13.28,0,0,0,0,21,0
10.0,TN,RENT,87000.0,12.03,0,51.0,1,15,5,59852,22008,0,0,51.0,0,0,2,1,7.0,5,0,2,10500,6,3,2,0,100.0,0,0,major_purchase,individual,40000,60,87000.0,12.03,0,0,0,0,9,0
3.0,CA,MORTGAGE,80000.0,29.36,0,999.0,5,20,14,129558,92218,0,0,999.0,0,0,8,9,2.0,14,0,3,9600,6,5,4,0,100.0,0,0,debt_consolidation,individual,25000,60,80000.0,29.36,1,1,0,0,8,0
8.0,OH,MORTGAGE,48000.0,28.78,0,999.0,8,30,11,203729,97403,0,0,999.0,0,0,3,3,1.0,11,0,3,11000,17,7,5,2,100.0,0,0,debt_consolidation,individual,19000,36,48000.0,28.78,1,1,0,0,14,0
10.0,NJ,RENT,105000.0,19.82,0,999.0,0,8,5,75070,46965,0,0,999.0,0,0,2,3,999.0,5,0,2,28500,2,2,2,0,100.0,0,0,debt_consolidation,individual,16000,36,105000.0,19.82,1,1,1,0,6,0
6.0,CA,OWN,65244.0,5.01,0,999.0,0,17,10,71600,7784,0,0,999.0,0,0,0,0,999.0,10,0,5,50900,16,10,7,0,100.0,0,0,debt_consolidation,joint,13700,36,101640.0,12.84,1,1,1,1,22,0
10.0,MD,MORTGAGE,166000.0,19.81,1,18.0,1,26,11,630504,105235,0,0,999.0,0,0,1,3,8.0,11,0,4,49200,13,7,5,8,96.2,0,0,credit_card,individual,40000,36,166000.0,19.81,0,1,0,0,30,0
2.0,MD,MORTGAGE,30000.0,12.6,0,999.0,3,6,6,39303,17720,0,0,999.0,0,0,1,3,3.0,6,0,3,15700,5,5,3,0,100.0,0,0,credit_card,individual,6000,36,30000.0,12.6,1,1,0,0,3,0
10.0,WA,MORTGAGE,180000.0,43.62,1,9.0,3,39,18,733755,348361,0,0,999.0,0,1047,6,6,8.0,18,0,4,51300,17,11,6,3,97.4,0,0,debt_consolidation,joint,40000,60,294000.0,29.52,0,1,0,0,13,0
10.0,PA,RENT,100000.0,17.1,0,38.0,2,21,13,106047,81208,0,0,38.0,0,0,6,12,8.0,13,0,5,29800,9,7,6,0,90.0,0,0,debt_consolidation,joint,12000,36,204000.0,28.2,0,0,0,0,12,1
2.0,DC,OWN,95000.0,24.03,0,999.0,0,21,11,122000,44762,0,0,999.0,0,0,3,3,999.0,10,0,3,70600,17,8,7,0,100.0,0,0,debt_consolidation,individual,35000,36,95000.0,24.03,1,1,1,0,25,0
0.0,PA,RENT,90500.0,25.13,0,999.0,1,32,18,203921,194908,0,0,999.0,0,0,15,4,7.0,18,0,3,12300,5,3,3,0,100.0,0,0,credit_card,individual,17000,36,90500.0,25.13,1,1,0,0,9,0
6.0,MA,RENT,20280.0,26.33,0,999.0,1,14,7,20900,14122,0,0,999.0,0,0,0,0,0.0,7,0,5,19400,12,7,5,1,100.0,0,0,credit_card,individual,6025,36,20280.0,26.33,1,1,0,1,18,0
6.0,CA,RENT,168000.0,13.4,0,34.0,6,23,13,132274,65530,0,0,999.0,0,0,3,14,3.0,13,0,5,60700,16,10,7,0,95.7,0,0,credit_card,individual,12000,36,168000.0,13.4,0,1,0,0,8,0
3.0,CA,OWN,43500.0,19.34,0,999.0,1,16,11,82655,31487,0,0,999.0,0,0,2,6,11.0,11,0,3,48900,11,9,4,0,100.0,0,0,debt_consolidation,individual,7800,36,43500.0,19.34,1,1,0,0,4,0
10.0,CT,MORTGAGE,70000.0,32.08,8,13.0,1,40,18,276831,38068,0,0,14.0,0,0,2,2,9.0,18,0,5,46100,32,15,13,3,67.5,0,0,credit_card,individual,28000,36,70000.0,32.08,0,0,0,0,31,0
10.0,CA,RENT,69108.0,17.36,0,999.0,1,11,6,54357,26201,0,1,999.0,0,0,2,3,12.0,6,0,4,24000,7,4,4,0,100.0,0,1,credit_card,individual,10000,36,69108.0,17.36,1,1,0,0,10,0
0.0,VA,MORTGAGE,65000.0,23.02,1,4.0,0,17,7,812964,23324,0,0,4.0,0,0,3,3,18.0,7,0,0,0,9,2,2,3,76.5,0,0,debt_consolidation,joint,25000,60,193500.0,10.23,0,0,0,0,15,0
7.0,CT,MORTGAGE,72000.0,29.66,0,999.0,3,35,15,269441,62970,0,0,999.0,0,0,2,5,10.0,15,0,8,38200,25,12,11,1,100.0,0,0,credit_card,individual,16000,60,72000.0,29.66,1,1,0,0,9,0
10.0,NC,RENT,35000.0,31.72,0,61.0,0,9,7,48500,29622,0,0,999.0,0,0,1,2,14.0,7,0,4,29500,6,6,5,0,88.9,0,0,debt_consolidation,individual,12000,36,35000.0,31.72,0,1,0,0,21,0
10.0,AZ,RENT,45000.0,43.6,0,999.0,0,12,8,78910,36758,0,0,999.0,0,219,2,2,19.0,8,0,4,28400,7,6,6,0,100.0,0,0,medical,joint,2800,36,117000.0,30.86,1,1,0,0,17,0
6.0,AZ,MORTGAGE,91690.0,21.56,0,999.0,1,56,12,131569,90228,0,0,999.0,0,0,2,11,2.0,12,0,5,55200,36,10,6,6,100.0,0,0,credit_card,individual,25000,60,91690.0,21.56,1,1,0,1,13,0
4.0,IN,MORTGAGE,120000.0,26.24,1,999.0,1,20,11,504331,202033,0,0,22.0,0,6008,5,1,8.0,11,0,5,39700,8,5,5,3,100.0,0,0,credit_card,individual,35000,36,120000.0,26.24,1,0,0,0,22,0
3.0,CA,RENT,70000.0,15.14,0,62.0,0,12,10,42184,26417,0,0,999.0,0,391,1,6,17.0,10,0,5,5600,10,9,8,0,91.7,0,0,debt_consolidation,individual,20000,36,70000.0,15.14,0,1,0,0,27,0
6.0,CA,MORTGAGE,55000.0,7.44,1,19.0,1,34,15,195900,12177,0,0,999.0,0,0,0,3,8.0,15,0,3,10300,27,14,7,2,94.1,0,0,debt_consolidation,individual,10000,36,55000.0,7.44,0,1,0,1,20,0
4.0,TX,MORTGAGE,105000.0,12.98,0,999.0,1,29,7,400735,60027,0,0,999.0,0,0,2,4,12.0,7,0,1,41000,15,4,2,1,100.0,0,0,debt_consolidation,individual,20000,36,105000.0,12.98,1,1,0,0,12,0
10.0,CA,RENT,56000.0,15.8,0,999.0,4,7,7,39283,31908,0,1,999.0,0,0,1,5,1.0,7,0,3,8400,6,6,6,0,100.0,0,1,credit_card,joint,6000,36,146000.0,6.06,1,1,0,0,2,0
10.0,NY,OWN,120000.0,18.46,0,999.0,1,20,12,673142,94405,0,0,999.0,0,0,2,3,7.0,12,0,7,83900,13,9,8,1,100.0,0,0,house,individual,10000,36,120000.0,18.46,1,1,0,0,17,0
0.0,NC,OWN,85000.0,8.97,0,24.0,1,19,6,295831,16476,0,0,24.0,0,0,1,3,9.0,6,0,1,7500,9,3,3,5,78.9,0,0,debt_consolidation,individual,12000,36,85000.0,8.97,0,0,0,0,13,1
6.0,TX,MORTGAGE,60000.0,11.76,0,81.0,0,23,11,47205,20071,0,1,999.0,0,1488,1,3,14.0,11,0,2,3000,16,10,6,0,95.2,0,1,debt_consolidation,joint,10000,36,142000.0,11.48,0,1,0,1,13,0
10.0,WV,OWN,49500.0,24.53,0,999.0,4,43,16,148853,81472,0,0,999.0,0,0,3,10,9.0,16,0,8,46400,17,12,9,2,100.0,0,0,debt_consolidation,individual,12500,36,49500.0,24.53,1,1,0,0,20,0
10.0,NC,MORTGAGE,70000.0,17.74,0,999.0,0,21,10,156734,41207,0,0,999.0,0,0,3,6,20.0,10,0,4,42000,12,6,4,3,100.0,0,0,debt_consolidation,joint,20000,60,113000.0,16.17,1,1,0,0,15,0
1.0,TX,RENT,100000.0,9.08,0,54.0,0,6,5,55604,44610,0,0,999.0,0,0,1,1,999.0,5,0,1,11000,5,4,2,0,83.3,0,0,credit_card,individual,12000,36,100000.0,9.08,0,1,1,0,8,0
7.0,ME,RENT,38678.0,11.7,10,14.0,0,52,8,214744,214568,0,0,14.0,0,99,1,7,15.0,8,0,3,6400,8,7,5,0,23.4,0,0,credit_card,individual,4000,36,38678.0,11.7,0,0,0,0,15,0
1.0,NV,RENT,25000.0,1.65,0,999.0,1,4,3,1600,244,0,0,999.0,0,0,0,3,12.0,3,0,1,500,3,3,2,0,100.0,0,0,major_purchase,individual,10000,60,25000.0,1.65,1,1,0,0,12,0
10.0,CA,RENT,77000.0,17.1,0,999.0,3,11,9,67893,34846,0,1,999.0,0,0,3,5,7.0,9,0,2,6700,6,6,2,0,100.0,0,1,debt_consolidation,individual,10000,36,77000.0,17.1,1,1,0,0,13,0
